tau,eps_steg,eps_alias,err_cat,err_paraphrase,err_polarity,err_resample,err_shuffle,err_translate,err_unrelated,err_unrelated_token,err_vocab
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.006932342261598821,0.8541666666666666,0.0908379013312451,0.0,0.81640625,0.453125,0.0,0.8203125,0.92578125,0.0,0.0,0.0
0.013864684523197642,0.4921875,0.1620986687548943,0.0,0.38671875,0.80859375,0.001953125,0.63671875,0.453125,0.0,0.0,0.0
0.020797026784796464,0.2799479166666667,0.18715740015661708,0.0,0.17578125,0.93359375,0.005859375,0.46875,0.1953125,0.0,0.0,0.0
0.027729369046395284,0.17578125,0.19498825371965545,0.0,0.0859375,0.97265625,0.048828125,0.35546875,0.0859375,0.0,0.0,0.0
0.03466171130799411,0.12369791666666667,0.1981205951448708,0.0,0.06640625,0.984375,0.15625,0.26171875,0.04296875,0.0,0.0,0.00390625
0.04159405356959293,0.1015625,0.19968676585747847,0.0,0.0546875,0.984375,0.236328125,0.20703125,0.04296875,0.0,0.0,0.01171875
0.04852639583119175,0.08072916666666667,0.20516836335160532,0.0,0.0390625,0.9921875,0.361328125,0.16796875,0.03515625,0.0,0.0,0.03125
0.05545873809279057,0.06770833333333333,0.20751761942051683,0.0,0.02734375,0.99609375,0.4765625,0.14453125,0.03125,0.0,0.0,0.0390625
0.06239108035438939,0.049479166666666664,0.21221613155833985,0.0,0.015625,0.99609375,0.5859375,0.11328125,0.01953125,0.0,0.0,0.0625
0.06932342261598821,0.040364583333333336,0.21769772905246673,0.01171875,0.01171875,0.99609375,0.671875,0.09375,0.015625,0.0,0.0,0.078125
0.07625576487758703,0.03515625,0.22161315583398591,0.015625,0.01171875,0.99609375,0.734375,0.078125,0.015625,0.0,0.0,0.09375
0.08318810713918585,0.029947916666666668,0.22866092404072044,0.015625,0.0078125,0.99609375,0.802734375,0.06640625,0.015625,0.0,0.0,0.12890625
0.09012044940078467,0.0234375,0.23101018010963195,0.015625,0.0078125,0.99609375,0.83203125,0.05859375,0.00390625,0.0,0.0,0.140625
0.0970527916623835,0.01953125,0.2364917776037588,0.015625,0.00390625,0.99609375,0.869140625,0.05078125,0.00390625,0.0,0.0,0.16796875
0.10398513392398231,0.015625,0.245105716523101,0.015625,0.00390625,0.99609375,0.892578125,0.0390625,0.00390625,0.0,0.0,0.2109375
0.11091747618558113,0.013020833333333334,0.2505873140172279,0.015625,0.00390625,0.99609375,0.912109375,0.03125,0.00390625,0.0,0.0,0.23828125
0.11784981844717995,0.010416666666666666,0.2552858261550509,0.015625,0.00390625,0.99609375,0.92578125,0.0234375,0.00390625,0.0,0.0,0.26171875
0.12478216070877877,0.009114583333333334,0.26076742364917777,0.015625,0.00390625,0.99609375,0.943359375,0.0234375,0.0,0.0,0.0,0.2890625
0.1317145029703776,0.005208333333333333,0.26468285043069695,0.01953125,0.00390625,0.99609375,0.947265625,0.01171875,0.0,0.0,0.0,0.3046875
0.13864684523197643,0.005208333333333333,0.27329678935003915,0.01953125,0.00390625,0.99609375,0.95703125,0.01171875,0.0,0.0,0.0,0.34765625
0.14557918749357524,0.00390625,0.274079874706343,0.01953125,0.0,0.99609375,0.962890625,0.01171875,0.0,0.0,0.0,0.3515625
0.15251152975517407,0.00390625,0.2803445575567737,0.01953125,0.0,0.99609375,0.970703125,0.01171875,0.0,0.0,0.0,0.3828125
0.15944387201677288,0.0026041666666666665,0.28582615505090053,0.01953125,0.0,0.99609375,0.970703125,0.0078125,0.0,0.0,0.0,0.41015625
0.1663762142783717,0.0026041666666666665,0.2913077525450274,0.0234375,0.0,0.99609375,0.974609375,0.0078125,0.0,0.0,0.0,0.43359375
0.17330855653997052,0.0013020833333333333,0.29678935003915424,0.02734375,0.0,0.99609375,0.978515625,0.00390625,0.0,0.0,0.0,0.45703125
0.18024089880156935,0.0013020833333333333,0.303054032889585,0.02734375,0.0,0.99609375,0.982421875,0.00390625,0.0,0.0,0.0,0.48828125
0.18717324106316816,0.0013020833333333333,0.307752545027408,0.02734375,0.0,0.99609375,0.98828125,0.00390625,0.0,0.0,0.0,0.51171875
0.194105583324767,0.0013020833333333333,0.3163664839467502,0.02734375,0.0,0.99609375,0.990234375,0.00390625,0.0,0.0,0.0,0.5546875
0.2010379255863658,0.0013020833333333333,0.3202819107282694,0.02734375,0.0,0.99609375,0.990234375,0.00390625,0.0,0.0,0.0,0.57421875
0.20797026784796463,0.0013020833333333333,0.32106499608457323,0.02734375,0.0,0.99609375,0.994140625,0.00390625,0.0,0.0,0.0,0.578125
0.21490261010956344,0.0013020833333333333,0.32341425215348474,0.02734375,0.0,0.99609375,0.994140625,0.00390625,0.0,0.0,0.0,0.58984375
0.22183495237116227,0.0013020833333333333,0.3273296789350039,0.02734375,0.0,0.99609375,0.994140625,0.00390625,0.0,0.0,0.0,0.609375
0.2287672946327611,0.0013020833333333333,0.33046202036021927,0.02734375,0.0,0.99609375,0.99609375,0.00390625,0.0,0.0,0.0,0.625
0.2356996368943599,0.0013020833333333333,0.3328112764291308,0.02734375,0.0,0.99609375,0.99609375,0.00390625,0.0,0.0,0.0,0.63671875
0.24263197915595874,0.0,0.33437744714173845,0.02734375,0.0,0.99609375,0.99609375,0.0,0.0,0.0,0.0,0.64453125
0.24956432141755755,0.0,0.33829287392325763,0.03515625,0.0,0.99609375,0.99609375,0.0,0.0,0.0,0.0,0.65625
0.25649666367915636,0.0,0.34064212999216914,0.03515625,0.0,0.99609375,0.99609375,0.0,0.0,0.0,0.0,0.66796875
0.2634290059407552,0.0,0.3437744714173845,0.03515625,0.0,1.0,0.998046875,0.0,0.0,0.0,0.0,0.6796875
0.270361348202354,0.0,0.346123727486296,0.03515625,0.0,1.0,0.998046875,0.0,0.0,0.0,0.0,0.69140625
0.27729369046395286,0.0,0.34768989819890367,0.03515625,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.69921875
0.28422603272555164,0.0,0.350822239624119,0.03515625,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.71484375
0.29115837498715047,0.0,0.35395458104933436,0.03515625,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.73046875
0.2980907172487493,0.0,0.3594361785434612,0.046875,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.74609375
0.30502305951034814,0.0,0.3617854346123727,0.0546875,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75
0.3119554017719469,0.0,0.36256851996867656,0.0546875,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75390625
0.31888774403354575,0.0,0.36491777603758807,0.0546875,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.765625
0.3258200862951446,0.0,0.3657008613938919,0.0546875,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.76953125
0.3327524285567434,0.0,0.36805011746280347,0.0546875,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.78125
0.33968477081834225,0.0,0.3711824588880188,0.05859375,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.79296875
0.34661711307994103,0.0,0.3727486296006265,0.0625,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.796875
0.35354945534153986,0.0,0.3766640563821457,0.0703125,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.80859375
0.3604817976031387,0.0,0.38057948316366486,0.08203125,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.81640625
0.36741413986473753,0.0,0.3813625685199687,0.08203125,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8203125
0.3743464821263363,0.0,0.38292873923257637,0.08984375,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8203125
0.38127882438793514,0.0,0.38449490994518404,0.09375,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.82421875
0.388211166649534,0.0,0.38684416601409555,0.1015625,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.828125
0.3951435089111328,0.0,0.3876272513703994,0.10546875,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.828125
0.4020758511727316,0.0,0.3899765074393109,0.109375,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8359375
0.4090081934343304,0.0,0.3923257635082224,0.11328125,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.84375
0.41594053569592926,0.0,0.39545810493343775,0.12109375,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8515625
0.4228728779575281,0.0,0.39780736100234926,0.125,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.859375
0.42980522021912687,0.0,0.3985904463586531,0.12890625,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.859375
0.4367375624807257,0.0,0.40015661707126077,0.1328125,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.86328125
0.44366990474232454,0.0,0.4025058731401723,0.140625,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8671875
0.4506022470039234,0.0,0.4025058731401723,0.140625,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8671875
0.4575345892655222,0.0,0.4025058731401723,0.140625,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8671875
0.464466931527121,0.0,0.4056382145653876,0.15625,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8671875
